News,Date
"The OPEC Reference Basket (ORB) crude rose $1.94, or 2.4%, m-o-m in January to average $81.62/b. The ICE Brent front-month increased by $2.57, or 3.2%, to average $83.91/b, and NYMEX WTI rose by $1.64, or 2.1%, to average $78.16/b. The Brent/WTI futures spread widened m-o-m, rising by 93¢ to average $5.75/b. The market structure of ICE Brent strengthened in January, and the first-to-third month spread flipped into backwardation. However, the forward curve of NYMEX WTI weakened further, and the first-to-third month spread moved into deeper contango. Hedge funds and other money managers raised their combined futures and options net long positions in January in both ICE Brent and NYMEX WTI, compared to December’s low levels.World EconomyThe world economic growth forecast for 2022 is revised up slightly to 3.1%, given the better-than-anticipated 2H22 economic performance in various key economies. The 2023 global economic growth forecast is also revised up slightly to 2.6% with some of the 2H22 momentum carrying over into 2023. For the US, the economic growth forecast is revised up to 2.1% for 2022 and 1.2% for 2023. Similarly, the Euro-zone’s economic growth is revised up to 3.5% for 2022 and 0.8% for 2023. Japan’s economic growth forecast remains at 1.2% for 2022, but is revised up to 1.2% for 2023. China’s economic growth forecast for 2022 is revised down to 3%, but is revised up to 5.2% for 2023. India’s economic growth forecast remains unchanged at 6.8% for 2022 and 5.6% for 2023. Brazil’s economic growth forecast remains at 2.8% for 2022 and is also unchanged at 1% for 2023. The 2022 economic growth forecast for Russia is revised up to a contraction of 3.5%, followed by a small contraction of 0.5% in 2023, unchanged from last month. While principally the current economic momentum provides a good base for this year’s growth, a slowing dynamic for the year is still likely with inflation remaining high and further lifts in key interest rates, particularly in the Euro-zone. The world economy will continue to navigate through numerous challenges including high sovereign debt levels in many regions and geopolitical developments.World Oil DemandThe world oil demand growth forecast for 2022 remains unchanged from last month’s assessment at 2.5 mb/d. The OECD demand in 4Q22 was adjusted downward to reflect the latest data but non-OECD demand in 4Q22 was revised higher due to improvements in economic activity in some countries and a slight recovery in oil demand in China after the lifting of its zero-COVID-19 policy. For 2023, world oil demand growth is adjusted slightly upwards by 0.1 mb/d to stand at 2.3 mb/d. The OECD is projected to grow by around 0.4 mb/d and non-OECD at about 2.0 mb/d.World Oil SupplyNon-OPEC liquids supply is estimated to have grown by 1.9 mb/d in 2022, broadly unchanged from the previous assessment. Downward revisions to Other Eurasia, OECD Europe and Other Asia were largely offset by upward revisions to liquids production in Russia. The main drivers of liquids supply growth for 2022 are seen to be the US, Russia, Canada, Guyana, China and Brazil, while the largest declines are expected from Norway and Thailand. For 2023, non-OPEC liquids production growth is revised slightly down by 0.1 mb/d from last month and is forecast to grow by 1.4 mb/d. The main drivers of liquids supply growth are expected to be the US, Norway, Brazil, Canada, Kazakhstan and Guyana, while declines are forecast in Russia and Mexico. Nevertheless, large uncertainties remain over the impact of ongoing geopolitical developments, as well as US shale output in 2023. OPEC NGLs and non-conventional liquids are forecast to grow by 0.1 mb/d in 2022 to average 5.39 mb/d and by 50 tb/d to average 5.44 mb/d in 2023. OPEC-13 crude oil production in January decreased by 49 tb/d m-o-m to average 28.88 mb/d, according to available secondary sources.Product Markets and Refining OperationsRefinery margins reversed trends in January and strengthened substantially in all main trading hubs, with sizeable margin gains registered, particularly in the Atlantic Basin, backed by a firm recovery in gasoline’s performance. In the US, a drop in jet/kerosene inventories drove up that products’ crack spread, to become the largest margin contributor across the barrel, followed by gasoline. In Europe, robust gasoline exports to the US, amid stronger product buying interest within the region ahead of the 5th of February sanctions on Russian products, supported the products market, particularly at the top section of the barrel. In Asia, the recent lifting of COVID-19 restrictions in China, the boost in transport activity around the Chinese Lunar New Year holidays, the improvement in petrochemical activities and unplanned refinery outages in the country have all contributed to significant support for Asian naphtha and gasoline markets despite losses at the bottom of the barrel.Tanker MarketDirty freight rates continued the previous month’s decline in January, with m-o-m losses across all monitored routes. Rates slipped from elevated levels, after having been being pushed higher in previous months amid concerns about potential disruptions due to sanctions on Russian crude. However, the upward pressure eased as crude trade flows have largely adjusted ahead of the implementation of sanctions and as Russian crude was seen trading below price cap levels. VLCCs rates on the Middle East-to-East route declined 36% m-o-m in January, while Suezmax rates on the US Gulf-to-Europe route dropped 37% over the same period. Aframax rates on the Indonesia-to-East route gave up the gains seen in the previous month, declining 19%. Clean rates fell for the first time since October, down 42% East of Suez and 52% West of Suez. Some of the downward pressure was due to many ship owners choosing to forego carrying Russian cargos ahead of sanctions, limiting demand for their tankers.Crude and Refined ProductsTrade Preliminary data shows US crude imports hitting a three-year high in January, averaging 6.6 mb/d. US crude exports fell back to 3.6 mb/d in January, after remaining around 4 mb/d over the previous three months. Japan’s crude imports hit a five-month high in December, averaging just under 3.0 mb/d. Japan’s product imports, including LPG, recorded an 11-month high in December, driven by inflows of heating fuel. China’s crude imports were steady in December, averaging 11.4 mb/d. China’s import of Russian crude remained broadly unchanged, while strong m-o-m increases were seen from Malaysia, the United Arab Emirates (UAE) and Iraq. Product exports from China strengthened further in December to reach the highest since April 2020, with gasoline, gasoil and jet fuel outflows increasing sharply. India’s crude imports were broadly stable m-o-m in December, averaging 4.6 mb/d. India’s product imports continued to edge higher in December to stand at a 22-month high of 1.2 mb/d, as a jump in fuel oil inflows outweighed declines in gasoline and LPG. India’s product exports surged 31% m-o-m to a nine-month high, with gains seen across the barrel. Estimates show OECD crude imports broadly stable y-o-y in January, despite a sharp drop in pipeline flows, while refined product exports were higher over the same period.Commercial Stock MovementsPreliminary December data sees total OECD commercial oil stocks down 10.9 mb from the previous month. At 2,768 mb, inventories were 117 mb higher than the same month a year ago, 95 mb lower than the latest five-year average and 158 mb below the 2015–2019 average. Within the components, crude stocks rose by 5.2 mb, while product stocks fell m-o-m by 16.2 mb. At 1,344 mb, OECD crude stocks were 72 mb higher than the same time a year ago, but 36 mb lower than the latest five-year average and 83 mb lower than the 2015–2019 average. OECD product stocks stood at 1,424 mb, representing a surplus of 45 mb from the same time in the previous year, but 59 mb lower than the latest five-year average and 75 mb below the 2015–2019 average. In terms of days of forward cover, OECD commercial stocks rose m-o-m by 0.3 day in December to stand at 60.1 days. This is 2.2 days above levels seen in the same month last year, but 2.5 days less than the latest five-year average and 2.3 days lower than the 2015–2019 average.Balance of Supply and DemandDemand for OPEC crude in 2022 remains unchanged from the previous month’s assessment to stand at 28.6 mb/d. This is around 0.5 mb/d higher than in 2021. Demand for OPEC crude in 2023 is revised up by 0.2 mb/d from the previous assessment to stand at 29.4 mb/d, which is 0.8 mb/d higher than in 2022.
Source: OPEC",15/02/2023
"The global oil and gas industry’s profits in 2022 jumped to some $4 trillion from an average of $1.5 trillion in recent years, the head of the International Energy Agency (IEA), Fatih Birol, said on Tuesday.Despite those profits, countries depending on oil and gas revenue should prepare to reduce their reliance on petroleum as demand is going to fall in the longer term, Birol told a conference in Oslo while speaking via video link.“Especially the countries in the Middle East have to diversify the their economies. In my view, the COP28 (climate summit) could be an excellent milestone to change the destiny of the Middle East countries,” Birol said.“You cannot anymore run a country whose economy is 90% reliant on oil and gas revenues because oil demand will go down,” he added.This year’s United Nations climate talks will be hosted by the United Arab Emirates, a members of the OPEC group of oil producing countries.
Source: Reuters",15/02/2023
"Alternative energy sources will not be able to replace oil and gas overnight as part of the world’s energy transition efforts, with additional hydrocarbon investment required to meet growing demand, Saudi Aramco’s chief executive has said.Investment in oil and gas has fallen sharply, with upstream investment at about $400 billion in 2022, less than half of the peak in 2014, Amin Nasser said at the Saudi Capital Markets Forum.“The primary reason: pressure from multiple directions to discontinue all new investments in oil and gas. Pressure based on what I strongly believe are flawed assumptions and arguments,” he said.“Popular energy transition narratives paint a picture of a utopian world where alternatives are ready to replace oil and gas overnight.”They also assume that “less-than-reliable” electric grids in many developing countries can be transformed instantly.But this is “rhetoric” rather than “the reality”, Mr Nasser said.“As the energy crisis in Europe has demonstrated, alternatives are not ready to shoulder the heavy burden of global demand,” he said.“Indeed, the world will continue to depend on oil and gas for the foreseeable future, particularly in sectors such as heavy transport, heavy industry and power generation.”Capital investment in renewables increased “significantly” and is estimated to have hit $494 billion in 2022, surpassing that of upstream oil and gas at $446 billion for the year, Rystad Energy said in a report in October.However, with growing oil demand, the industry requires “huge investments” of $12.1 trillion until 2045 to raise production and meet demand, Opec said in a report in November.Demand for oil as a primary fuel is expected to increase to 101 million barrels of oil equivalent a day in 2045, from 88 million barrels of oil equivalent a day in 2021, with its share in the energy mix dropping to 29 per cent, from 31 per cent during the period, the oil producers’ group said.“From my perspective, for a less-risky global energy transition, everyone — including capital markets — must take a more realistic view of how the global energy transition will unfold,” Mr Nasser said.The increasing emphasis on investing in environmental, social and governance (ESG) initiatives is required, he said.The opportunities to invest in energy transition are also growing, with up to $275 trillion in cumulative spending required by 2050 to achieve net-zero ambitions, according to some estimates.“However, if ESG-driven policies are implemented with an automatic bias against any and all conventional energy projects, the resulting underinvestment will have serious implications — for the global economy, for energy affordability and for energy security.”While $1.1 trillion was committed last year towards the global energy transition, investment in two critical areas — carbon capture and storage, and hydrogen — accounted for less than 1 per cent of this total.The current “investment imbalance is leading us down a dangerous path”, he said.“Capital markets have an obvious opportunity to concurrently address the ‘trilemma’ of energy affordability, energy security and sustainability,” Mr Nasser said.This will involve restoring investment in vital conventional energy sources, increasing investment in technology that reduces the carbon footprint of oil and gas, and investing in new energy sources such as renewables, as well as blue and green hydrogen, he said.
Source: The National News",15/02/2023
"Oil prices fell on Tuesday after the U.S. government said it would release more crude from its Strategic Petroleum Reserve, lifting some supply concerns from the market.Brent futures for April delivery fell $1.22, or 1.4%, to $85.39 a barrel by 11:17 a.m. EST (1617 GMT). U.S. West Texas Intermediate crude futures for March fell by $1.32, or 1.7%, to $78.82 a barrel.Both benchmarks were down by more than $2 a barrel earlier in the session, but pared some losses after data showed the U.S consumer price index accelerated at its slowest annual pace since late 2021, raising the likelihood of less aggressive interest rate hikes by the U.S. Federal Reserve.“The financial markets are still trying to digest the CPI report, with rate hike expectations moving up and down and influencing asset classes such as oil,” said UBS analyst Giovanni Staunovo.“With U.S. equity markets moving up, oil is paring some of its earlier losses,” he said.On Monday, the U.S. Department of Energy (DOE) said it would sell 26 million barrels of oil from the SPR, which is already at its lowest level since 1983.The DOE had considered cancelling the sale after U.S. President Joe Biden’s administration last year sold a record 180 million barrels from the reserve. But that would have required Congress to act to change the mandate.Supply concerns also eased after the Energy Information Administration said it expected record March production from the seven biggest U.S. shale basins.Elsewhere, crude exports resumed at a key Turkish port after a devastating earthquake rocked the region earlier this month.In a monthly report, the Organization of the Petroleum Exporting Countries (OPEC) raised its 2023 oil demand forecast by 100,000 barrels per day, citing the reopening of the Chinese economy after COVID restrictions.A monthly report from the International Energy Agency (IEA) is due on Wednesday.
Source: Reuters (Reporting by Shariq Khan Additional reporting by Shadia Nasralla and Sudarshan Varadhan Editing by Marguerita Choy and David Goodman)",15/02/2023
"Middle East crude benchmarks Dubai and Murban premiums dropped on Tuesday, while Oman rose as the market expects China’s demand revival to support prices but the increase of Russian barrels in the region is sparking oversupply concerns.In terms of tender, Qatar Energy offered to sell April-loading Qatar Land and Marine crude. It also offered two cargoes of Al-Shaheen crude for April 1-2 and April 28-29 loading. The tenders will close on Wednesday.OSP
raised the official selling price (OSP) for the Kuwait Export Crude (KEC) to Asia in March by 35 cents from the previous month to $1.40 a barrel above the average of Oman/Dubai quotes, a price document reviewed by Reuters showed on Tuesday.The producer has set the March Kuwait Super Light Crude (KSLC) OSP to $2.05 a barrel above Oman/Dubai quotes, $1.30 lower from the previous month.SINGAPORE CASH DEALSCash Dubai’s premium to swaps dipped 10 cent to $2.35 a barrel. Vitol will deliver one April-loading Upper Zakum cargo to Mercuria following the trade.ASIAN REFINERIESThe completion of the ethylene trial runs “marks that Guangdong refinery has opened up the whole process of oil refining and chemical production, and enters the stage of comprehensive trial production”, the People’s Daily report said late on Monday.
Source: Reuters",14/02/2023
"The value of Singapore’s oil trade in 2022 climbed by 47.5% from a year earlier, extending a 43.6% increase in 2021, driven mainly by rising domestic exports and re-exports of refined products, government agency Enterprise Singapore said.The rise in the oil trade value came in a year when global oil prices rallied after Russia’s invasion of Ukraine reshaped energy markets and oil majors reaped bumper profits.Singapore’s domestic exports of oil last year firmed by 52.4% in nominal terms, extending gains from a 38% growth in 2021, data from Enterprise Singapore showed.The growth in oil domestic exports was led by an uptick in the value of oil shipments to popular blending hub Malaysia, which surged by 66.1% year-on-year.Other top destinations for domestic exports from Singapore were Indonesia and Australia, which saw the value of exports rising by 66.5% and 53% respectively, the data showed.In volume terms, exports last year rose by 1.7% from 2021, when volumes fell by 10.1% from a year earlier.Oil re-exports from Singapore also rose from the previous year in nominal terms, climbing by 28.1% year-on-year in 2022 and extending from 19.1% growth in 2021.The gain was led by a rise in the value of re-exports to countries within Asia, including Bangladesh at 358.8%, Myanmar at 184.4% and Taiwan at 252.9%.However, on a volume basis, oil re-exports fell last year by 5.4% from 2021, when they contracted by 26.2% from a year earlier.
Singapore’s total 2022 merchandise trade was supported by the growth in oil trade, though lower expected oil prices could weigh on oil trade in 2023 and in turn weigh on total merchandise trade this year, Enterprise Singapore said.Global oil prices have eased from multi-year highs reached in 2022, as recessionary fears and volatile demand recovery weighed on sentiment in 2023.
Source: Reuters (Reporting by Jeslyn Lerh; Editing by Christian Schmollinger)",14/02/2023
"The five largest Western oil firms announced nearly $200 billion in profits after the Ukraine war sent energy prices soaring. Strong Chinese oil demand could mean more huge payouts alongside calls for windfall taxes.Financial markets were stunned in April 2020 when the price of oil turned negative for the first time ever. As demand plummeted during the first COVID lockdown, the main US oil benchmark price fell to minus $30 (minus €28) a barrel.Naysayers said prices would never recover. They warned that big oil’s days were numbered and the end of the hydrocarbon era was nigh. While they are correct about the direction of travel, their timing was way off.The same five Western oil giants — ExxonMobil, Shell, Chevron, BP and Total — who made huge losses in 2020, have just collectively announced more than $196 billion in annual profits, helped on by a spike in oil demand caused by the Ukraine war and the post-pandemic recovery.For much of the first half of last year, the oil price surpassed $100 and in March, Brent crude hit $139 a barrel. For the remainder of the year, it settled between $70 and $95 — much higher than the $40 to $50 needed for oil majors to make profits.Exxon’s profit in 2022 was a record not just for itself but for any US or European oil giant. BP’s $28 billion profit was the highest in its 114-year history, while Shell made more than double the profit it made in the previous year.As well as soaring oil prices, falling debt levels helped the oil majors to increase capital spending on fossil fuel production as governments prioritized energy security due to the supply shock caused by Western sanctions on Moscow and the Kremlin’s inconsistent energy supplies to Europe after the invasion of Ukraine.BP CEO Bernard Looney was denounced by the green lobby when he said he wanted to “dial back” some of the energy giant’s investments in renewable energies due to the risk of oil and gas supply shortages causing more price volatility.Contempt for ‘dirty’ cash cows
Public anger at Big Oil’s announcements of record profits is visceral, not only due to the urgent green energy push.Over the last year, households and businesses have been hit hard by skyrocketing utility bills and the price of gasoline. While many governments have tried to limit the damage with subsidies, many see Big Oil as profiteering from public misery, so calls for windfall taxes on profits are growing louder.The UK and the European Union have already imposed temporary levies on oil and gas sector profits. Politicians and unions have called for those to be increased. In their results updates, Shell, Total and BP revealed that the new taxes would cost them each about $2 billion — about 5% to 8% of profits.ExxonMobil, meanwhile, is suing the EU to get the bloc to scrap its new windfall tax. The US’s largest oil firm argues that Brussels has exceeded its authority by imposing the levy, which it says is normally a role for national governments.Exxon spokesperson Casey Norton said in December that the tax would “undermine investor confidence, discourage investment and increase reliance on imported energy.”Biden urges tax hikes for oil majors
US President Joe Biden used his State of the Union address this week to call for energy giants to be squeezed further, demanding a quadrupling of taxes paid on share buybacks.“When I talked to a couple of [energy companies], they said, ‘We are afraid you are going to shut down all the oil refineries anyway, so why should we invest in them?’ We are going to need oil for at least another decade,” Biden told Congress. “Instead, they used those record profits to buy back their own stock, rewarding their CEOs and shareholders. Corporations ought to do the right thing.”The top Western oil companies paid out a record $110 billion in dividends and share repurchases to investors in 2022, according to a tally by Reuters news agency.Oil giants have slashed their longer-term investments in recent years, partly after the US shale oil bust of the last decade but also after nursing heavy pandemic losses. With an ever-uncertain future due to the green energy transition, reticence remains over major capital spending.China reopening to fuel demand
More pain could be on the way for consumers and businesses as China reopens after a 3-year zero-COVID policy, further fueling demand for oil while boosting Big Oil’s profits further still.Although oil prices are not expected to reach their July 2008 all-time high of $150 a barrel anytime soon, some analysts predict the price could reach $100 again later this year — before a recession or downturn hits major economies and stalls demand.In its latest oil market forecast published Tuesday, the Oxford Energy Institute said that oil prices would reach $95.7 a barrel, partly as a result of demand from Asia’s powerhouse economy. Goldman Sachs sees prices returning to $100 by December.Russia said this week it planned to cut production by half a million barrels a day from next month, a move that sent prices higher. Moscow blamed the move on Western oil sanctions, including a European Union price cap of $60 on Russian crude oil. The Kremlin has so far diverted the oil it used to send to Europe to China and India, albeit at a 30% discount.A further sign of strong oil demand came this week from Barclays Capital which forecast even higher profits for the oil majors. It set a share price target of 10 pounds ($12, €11.29) for BP, a near doubling from its Friday price of 5.61 pounds.
Source: Deutsche Welle",14/02/2023
"U.S. gasoline demand rose 1.7% in the latest week to 8.45 million barrels per day, with it rising every day over the week-ago period, according to data on Sunday from GasBuddy.com.Demand for the week of Feb 5 was also 3.7% above the four-week moving average, according to Patrick De Haan, head of petroleum analysis at GasBuddy.com, which tracks fuel prices nationwide.“For the first time since June, U.S. gasoline demand was not only up every day over the week ago period but also over the four week average,” De Haan said in a tweet.The gasoline consumption was the highest weekly tally since demand was 8.74 million barrels in the week of Dec 18, according to GasBuddy.The rise in demand comes as U.S. gasoline stocksUSOILG=ECI rose by 5 million barrels to 239.6 million barrels in the week ended Feb 3, the Energy Information Administration said on Wednesday, compared with analysts’ expectations in a Reuters poll for a 1.3 million-barrel rise. Refinery utilization rates USOIRU=ECI rose by 2.2 percentage points to 87.9% in the week.Wholesale gasoline prices have been rising recently as well, with gasoline futures RBc1 rising from $2.32 a gallon on Feb 3 to $2.50 per gallon on Friday.Meanwhile, oil prices rose more than 2% on Friday and posted weekly gains of over 8%, as Russia announced plans to reduce oil production next month after the West imposed price caps on the country’s crude and fuel. Brent crude LCOc1 posted a weekly gain of 8.1%, while U.S. crude CLc1 gained 8.6%.
Source: Reuters (Reporting by Lewis Krauskopf; editing by Diane Craft)",14/02/2023
"Saudi Arabia’s natural gas production in 2021 increased by 2.9 percent to 126 million tons of oil equivalent or 4,928 billion cubic feet, according to the General Authority of Statistics.In a report released on Sunday, GASTAT further revealed that natural gas reserves increased by 0.91 percent in 2021 compared to 2020, reaching 8,293 million TOE or 329,081 billion cubic feet.Crude oil reserves increased by 0.04 percent in 2021 compared to 2020, reaching 37,065 million TOE, equivalent to 267,192 million barrels.However, crude oil production decreased by 1.23 percent, reaching 462.01 million TOE or 3,331 million barrels.Likewise, crude oil export decreased by 6.11 percent, reaching 315.31 million TOE or 2,273 million barrels compared to 2020.Nevertheless, crude oil and natural gas consumption in 2021 registered a marked increase compared to the earlier year.Total crude oil consumption in 2021 increased by 3.3 percent compared to 2020. The amount of consumption was 22.14 million TOE in 2021 or 160 million barrels. This figure, however, does not include domestic refineries.Total natural gas consumption increased by 1.32 percent compared to 2020, amounting to 99.21 million TOE or 3,894 billion cubic feet.
Per capita consumption of oil products also increased in 2021, the report stated.Per capita consumption of liquefied petroleum gases increased from 79.68 liters in 2020 to 81.98 liters in 2021 – an increase of 2.9 percent.Per capita consumption of gasoline increased from 755 liters in 2020 to 816 liters in 2021, with a growth rate of 8.08 percent.Production and domestic consumption of oil products in 2021 were also on the ascent as opposed to 2020.In 2021, the total production of LPG increased by 9.31 percent compared to 2020 to reach 1.36 million TOE, while the total consumption amounted to 1.65 million TOE with a growth rate of 0.24 percent.Gasoline production increased by 19.19 percent, reaching 25.02 million TOE compared to 2020, and gasoline consumption increased by 5.22 percent compared to 2020, reaching 22.05 million TOE.Gas oil/diesel increased in production as well as consumption. Production amounted to 58.26 million TOE, rising by 12.64 percent compared to 2020, while consumption increased by 2.05 percent, amounting to 26.28 million TOE.
Source: Arab News",14/02/2023
"The Biden administration said on Monday it is selling 26 million barrels of crude oil from the Strategic Petroleum Reserve, a release that had been mandated by Congress in previous years.The U.S. Department of Energy had considered cancelling the fiscal year 2023 sale of the 26 million barrels after the Biden administration last year sold a record 180 million barrels from the reserve. But such a cancellation would have required Congress to act.Monday’s announced sale will likely temporarily push the reserve below its current level of about 372 million barrels, its lowest level since 1983.The DOE said bids on the oil are due on Feb. 28 and that the oil would be delivered from April 1 to June 30.The administration sold the 180 million barrels of oil to combat fuel prices that had risen on Russia’s war on Ukraine and as global consumers emerged from the COVID-19 pandemic.The department said it is implementing a three-part strategy to refill the reserve in the long term, including repurchases with revenues from emergency sales, returns of more than 25 million barrels of oil from previous exchanges, and working with Congress to avoid “unnecessary sales unrelated to supply disruptions to strategically maintain volume.The DOE said it expects that companies will return 3.1 million barrels of oil to the SPR this fiscal year and 22 million barrels in fiscal year 2024 from exchanges, or short term loans of oil conducted to help deal with supply concerns in the wake of hurricanes.Last year, Congress canceled sales of about 140 million barrels from the SPR that had been set to take place from fiscal year 2024 to fiscal year 2027, after a DOE proposal to stop them.
Source: Reuters (Reporting by Timothy Gardner; Editing by Lisa Shumaker and Marguerita Choy)",14/02/2023
"Oil prices dipped on Tuesday after the U.S. government said it would release more crude from its Strategic Petroleum Reserve, while traders look out for U.S. inflation data for further queues.Brent crude futures fell 80 cents, or 0.9%, to $85.81 per barrel by 1003 GMT, while U.S. crude futures fell $1.05, or 1.3%, to $79.09 per barrel. Both benchmarks are on track for their biggest daily percentage drop since Feb. 3.The U.S. Department of Energy (DOE) said it would sell 26 million barrels of oil from the SPR, which is already at its lowest level since 1983.The DOE had considered cancelling the fiscal year 2023 sale after U.S. President Joe Biden’s administration last year sold a record 180 million barrels from the reserve. But that would have required Congress to act to change the mandate.Supply concerns also eased after the Energy Information Administration said it expected record March production from the seven biggest U.S. shale basins.Elsewhere, crude exports resumed at a key Turkish port after a devastating earthquake rocked the region.Monthly reports from the Organization of the Petroleum Exporting Countries (OPEC) are expected later on Tuesday and from the International Energy Agency (IEA) on Wednesday.Traders will also be looking for clues from Tuesday’s crucial U.S. consumer price index (CPI) data for January. U.S. monthly consumer prices rose in the previous two months.A Reuters poll showed a majority of economists expect the U.S. Federal Reserve to raise interest rates at least twice more in coming months. Higher inflation and ensuing rate hikes may weigh on risk assets such as oil.“The upcoming data tsunami will greatly influence the immediate risk appetite, but the broader view has not changed: inflation will ultimately be defeated,” said PVM analyst Tamas Varga.“The second half of the year should bring with it tight oil balance greatly aided by reviving Chinese growth.”
Source: Reuters",14/02/2023
"Oil may resume its rally in 2023 as Chinese demand recovers after COVID curbs were scrapped and lack of investment limits growth in supply, OPEC country officials told Reuters, with a growing number seeing a possible return to $100 a barrel.In 2022, oil soared above $100 for the first time since 2014 as demand recovered from COVID-19 lockdowns in much of the world and Russia’s invasion of Ukraine added to supply concerns. But Brent crude ended the year close to $86 on fears of global recession.A move back above $100 for a prolonged period would earn more revenue for OPEC members, whose economies mostly depend on oil income, and be a setback for industrialised economies trying to control inflation and interest rates.To support the market, the Organization of the Petroleum Exporting Countries and allies including Russia, known as OPEC+, in October agreed to cut production by 2 million barrels per day, about 2% of world demand.After 2022’s volatility, which sent Brent crude LCOc1 close to its all-time high of $147 soon after the Ukraine war began, so far in 2023 Brent is up slightly at just over $86, helped by Russia’s plan to cut output in March.OPEC and OPEC+ do not publish oil price forecasts and do not have a price target. Officials and ministers from OPEC and OPEC+, are often reluctant to discuss the direction of prices on the record.In rare public comments on Feb. 8, Iran’s national representative to OPEC, Afshin Javan, said oil may rebound to around $100 in the second half of the year, adding that OPEC+ was likely to keep its current output policy at its next meeting.Reuters spoke privately to five more OPEC country officials about the prospect of $100 oil. Of these, three saw oil as more likely to rally in 2023 than decline, with two predicting prices heading back to $100.“It should be said that the shadow of the energy crisis will continue to dominate the world and the general trend of global oil prices will increase,” said one of the OPEC sources.“In my opinion, the return of Brent crude to above $100 at some time in 2023 is not unexpected.”Consensus in the industry currently is for lower prices in 2022. A Reuters survey of 30 economists and analysts forecast Brent would average $89.37 a barrel in 2023, down from $99 in 2022. Goldman Sachs lowered its 2023 Brent forecast to $92.The sudden lifting of China’s COVID restrictions is likely to boost oil demand growth in 2023, after the country was estimated to have posted a small decline in 2022 for the first time in years.OPEC sources also see a lack of investment to increase supply supporting prices. OPEC members are pumping almost 1 million bpd less than their target, according to the group’s own figures and other estimates.While non-OPEC producers are still expected to pump more in 2023, the forecast of an increase of 1.5 million bpd falls short of expected demand growth of 2.2 million bpd, according to OPEC forecasts.“Even with the additional supplies coming from here and there, still the market will witness a lack of supply compared to the demand,” another OPEC source said. “There is more upward than downward pressure on the market.”NO ACTION OVER RUSSIAThe OPEC+ cut agreed in October applies for the whole of 2023. The head of the International Energy Agency, Fatih Birol, on Feb. 5 urged producers to reconsider their output policies “if demand goes up very strongly.”So far they have no plan to change direction. Key OPEC+ ministers at a Feb. 1 meeting endorsed the existing policy, after which a source said the key message was OPEC+ is staying the course until the end of the deal.Two OPEC+ delegates told Reuters on Friday that OPEC+ plans no action after Russia announced output cuts.Another OPEC source agreed that prices may head back to $100 in 2023, although the prospects for economic growth were the main risk.“Everything will depend on the economy – if there is improvement in China of course, we will maybe arrive back to$100,” he said. A crude price between $85 and $100 is “good for everybody,” he added.The IEA, which represents 31 countries including top consumer the United States, did not immediately reply on Friday to a request for comment on what $100 oil would mean for its members. In November, Birol said $100 oil was a real risk for the global economy.As well as recession risks, those OPEC sources who envisage lower prices in 2023 said it was unclear how much demand would come from China and whether it would impose lockdowns again to contain COVID flareups.“There are still uncertainties about economic growth, inflation and China’s reopening,” said the second OPEC source who sees lower prices this year.
Source: Reuters (Additional reporting by Nidhi Verma, Editing by Louise Heavens)",14/02/2023
"OPEC expects global oil demand to exceed pre-pandemic levels in 2023, amid an improving economic outlook in top crude importer China, Haitham Al Ghais, the group’s secretary general, said on Sunday.Mr Ghais, who was speaking at the Egypt Petroleum Show in Cairo, also said an investment of $12.1 trillion is required until 2045 to ensure stability in global energy markets.Oil demand is expected to reach record levels this year after China, the world’s second-largest economy, lifted pandemic curbs following strict adherence to a zero-Covid policy for nearly three years.China is forecast to expand 5.2 per cent this year after beating expectations with a 3 per cent acceleration in 2022, according to the International Monetary Fund.Brent, the benchmark for two thirds of the world’s oil, surged to $90 a barrel last month on hopes of a swift fuel demand rebound in China. However, rising oil stocks in the US and expectations of further interest rate increases have weighed on crude futures in recent weeks.Brent, which soared to nearly $140 a barrel following Russia’s invasion of Ukraine last year, closed trading on Friday at $86.39.The International Energy Agency has said China will account for nearly half of its 2023 oil demand growth forecast of 1.9 million barrels per day.China’s recovery and sanctions on Russian oil exports are expected to tighten global crude supplies in the second half of the year, analysts said.At its meeting this month, the Opec+ alliance of 23 oil-producing countries agreed to roll over existing output cuts of 2 million bpd.A 1.1 million bpd rise in China demand this year could push oil markets back into a supply deficit in June and lead Opec+ to reverse its production cuts, Goldman Sachs said in a research note last week.“If Russia production were to stay flat, then Brent would likely only rise to $95 per barrel by December because steady Opec production would only partly undo the bearish effects from higher supply and less elevated long-term costs,” Goldman Sachs said.
Source: The National News",14/02/2023
